name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Bellanotte,"The celestial night sky is the blanket to the beautiful Botanical gardens in South East Asia. The night air is tinged with the intoxicating notes of jasmine, sweetly seductive notes of benzoin and oud that combine to create a unique aura even before the candle is lit.
Each candle is made with vegetable wax encased in a beautiful candle vessel that adds decadence and beauty to the ambience.",https://www.xerjoff.com/5212-large_default/bella-notte-candle-170gr.jpg,Xerjoff,"[""bergamot"", ""mandarin"", ""pink pepper""]","[""floral"", ""patchouli"", ""sambac jasmine"", ""saffron""]","[""balsamic"", ""sandalwood"", ""benzoin"", ""oud""]",https://www.xerjoff.com/scented-candles-scentimento-collection/10565-bella-notte-candle-170gr-8054320903864.html
40 Knots,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Be transported to the luxurious sailing lifestyle on the mesmerising Mediterranean sea with 40 KNOTS..",https://www.xerjoff.com/3189-large_default/40-knotseau-de-parfum-100ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/393-40-knotseau-de-parfum-100ml-8033488155155.html
Golden Green,"Exclusively available online, this intriguing scent is part of the Coffee Break collection; a unique tribute to the ancient coffee trade.. Golden Green centres on the purity of un-roasted raw green coffee beans, for a truly energising aroma.. Opening to pink pepper, cardamom and juniper berries, it leads to an enchanting heart of incense, cedar wood and strong vetiver..",https://www.xerjoff.com/3165-large_default/golden-green.jpg,Xerjoff,"[""cardamom"", ""juniper berries"", ""nutmeg"", ""pink pepper""]","[""incense"", ""labdanum"", ""leather cedarwood"", ""vetiver""]","[""ambergris"", ""coffee"", ""cypriol"", ""musk""]",https://www.xerjoff.com/coffee-break/9570-golden-green-8033488159306.html
Hayat,"Taking its name from the Arabic for ""life"", Hayat is a complex story of the Aristotelian elements of the universe; earth, fire, air and water.
Layered with such scents as saffron, cardamom, cedar wood and oud, Hayat from the Kemi Collection is an intriguing tale of light and shade.
Zesty bitter orange undertones welcome top notes of aromatic lavender, while rare and precious saffron casts an intoxicating spell.",https://www.xerjoff.com/4585-large_default/hayat-parfum-50ml.jpg,Xerjoff,"[""brazilian bitter orange"", ""bulgarian lavender"", ""iranian saffron""]","[""amber"", ""cardamom""]","[""oud""]",https://www.xerjoff.com/k-collection/10122-hayat-parfum-50ml.html
Mefisto Gentiluomo,"Originally created in 1888 for traditional Italian barber shops, Mefisto Gentiluomo is the ultimate gentlemen's cologne. Refined with irresistible flair, this citrus aromatic scent opens to fresh top notes of bergamot, lavender and grapefruit leading to elegant and floral heart notes of rose, iris and floral violet.
In Mefisto Gentiluomo the warming base notes of amber, cedar wood and musk seal the classically Italian spirit.",https://www.xerjoff.com/4095-large_default/mefisto-gentiluomoeau-de-parfum-100ml.jpg,Xerjoff,"[""bergamot"", ""grapefruit"", ""lavender"", ""lemon""]","[""iris"", ""rose""]","[""amber"", ""cedar wood"", ""musk""]",https://www.xerjoff.com/mefisto/419-mefisto-gentiluomoeau-de-parfum-100ml.html
Aqua Regia,"Aqua Regia evokes all that is noble in the alchemic world.
Conjuring up the dazzle of gold and the resilience of platinum, it casts a powerful spell over everything it touches.
Dignified and masterful, this unique scent blends bergamot, orris and cedar.",https://www.xerjoff.com/4510-large_default/aqua-regia-parfum-50ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""blackcurrant"", ""leather""]","[""caramel"", ""italian tuscan orris"", ""violet""]","[""cedar"", ""musk""]",https://www.xerjoff.com/k-collection/10126-aqua-regia-parfum-50ml.html
Homme,"The opening chapter of the Xerjoff story, Homme was the first perfume created for the collection.. Defined by a warming leather olfactory direction, this rugged and intoxicating scent transports the wearer to the soft leather seats of a prized vintage car.. Opening with fresh bergamot and lemon, the heart of Homme by Xerjoff is an enticing blend of Florentine iris and Madagascan cloves, leading to an earthy base of Atlantic cedar wood and leather..",https://www.xerjoff.com/3432-large_default/hommeparfum-100ml.jpg,Xerjoff,"[""bergamot"", ""lemon"", ""mandarin"", ""orange"", ""tarragone of grasse""]","[""florentine iris"", ""lavender flower of grasse""]","[""amber"", ""atlantic cedar wood"", ""leather scents"", ""rose santal""]",https://www.xerjoff.com/1717-stone-label/386-hommeparfum-100ml-8033488155445.html
Fiore D'Ulivo,"Be transported to the beautiful landscape of an olive grove, with the sweet sound of the Mediterranean shores lifting your spirits.
Undeniably floral in character, this magical springtime scent conjures a joyful mood, with fresh lotus flower top notes leading to a heart of olive flowers and jasmine absolute.
Benzoin, amber and musk offer a warm base accord.",https://www.xerjoff.com/3786-large_default/fiore-ulivo-eau-de-parfum-30ml.jpg,Xerjoff,"[""basil leaves"", ""lemon zest"", ""lotus flowers""]","[""jasmine absolute""]","[""amber"", ""benzoin"", ""musk""]",https://www.xerjoff.com/casamorati/284-fiore-ulivo-eau-de-parfum-30ml.html
Laylati,"Intense and mysterious, Laylati is a woody and aromatic scent that captivates all that experience it.. Herbal top notes lead the nose to a cedar wood and patchouli heart, while classic base notes of vanilla and tobacco add warmth.. Soft and intense, each scent is evocative of pure luxury..",https://www.xerjoff.com/4893-large_default/laylati-eau-de-parfum-100ml.jpg,Xerjoff,[],"[""cedarwood patchouli""]","[""tobacco musk"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10520-laylati-eau-de-parfum-100ml.html
Louis Xv 1722,"A synergy of tradition, passion and expertise collide resulting in a unique fusion of artistic exploration with the House de Venoge, one of the most important wine libraries in Champagne.. Louis XV 1722 perfume is emblematic of a true celebration, a fresh and original composition which lifts the spirits and stirs the senses.. The irresistible, woody blend opens with metallic notes, mirroring the sensation the champagne creations instil in the senses, slowly revealing warmer, seductive nuances on the skin as time goes by..",https://www.xerjoff.com/5207-large_default/louis-xv-parfum-50ml.jpg,Xerjoff,"[""liquor"", ""saffron"", ""grapefruit"", ""plum""]","[""cocoa"", ""hazelnut"", ""coffee"", ""lavender"", ""rose""]","[""amber"", ""cashmere wood"", ""leather"", ""sandalwood"", ""white musk"", ""incense""]",https://www.xerjoff.com/blends/10564-louis-xv-parfum-50ml.html
La Tosca,"Inspired by the master composer, Giacomo Puccini, La Tosca Casamorati is immediately evocative of the splendour of Italian opera.. Floral and aromatic, the nose opens to top notes of cold-pressed Italian lemon and green mandarin.. A distinctive heart of eucalyptus and violet leaves leads to a warm earthy base of patchouli, musk and amber..",https://www.xerjoff.com/3804-large_default/la-toscaeau-de-parfum-100-ml.jpg,Xerjoff,[],"[""bulgarian rose""]","[""patchouli""]",https://www.xerjoff.com/la-tosca/381-la-toscaeau-de-parfum-100-ml-8033488154158.html
Alexandria Orientale,"Originally created exclusively for the United Arab Emirates, Alexandria Orientale is an Arabic treasure that pays homage to the most complex and alluring ingredient of all, oud.
Oriental in character, this unique scent opens to top notes of green apple, basil and incense from Oman.
Now available worldwide, Alexandria Orientale is rare and precious with every turn, a lush heart of Italian orris, Bulgarian rose and coriander lead the nose to a warm, earthy base of Indian sandalwood, tobacco leaves and oud.",https://www.xerjoff.com/4410-large_default/alexandria-orientale.jpg,Xerjoff,"[""apple"", ""cinnamon"", ""rose wood lavender""]","[""cedar wood""]","[""vanilla"", ""amber"", ""laotian ouds"", ""musks"", ""sandalwood""]",https://www.xerjoff.com/oud-stars/471-alexandria-orientale-8033488157784.html
Discovery Set Ii - Xerjoff,"""Romanticism in liquid form.""
A radiant, fruity floral perfume trio to take you on a journey that is out of this world.
Thanks to the new Xerjoff Discovery Sets, each one composed of three 15ml flacons, you can dive into the Xerjoff Universe and decide which of the three scents will be the protagonist of your day, everyday.
MUSE - APOLLONIA - ACCENTO OVERDOSE",https://www.xerjoff.com/3124-large_default/discovery-set-muse-apollonia-accento-overdose.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/xerjoff-discovery-set/9672-discovery-set-muse-apollonia-accento-overdose.html
Astaral,"A celestial navigation that guides the wearer to a spell-binding discovery.
With Shamama accord, anis and pink pepper, Astaral’s beauty is revealed, gradually making way for rose, labdanum absolute and violet at the heart.
A sophisticated scent whose beauty soars, Astaral settles to base notes of patchouli, oud and moss.",https://www.xerjoff.com/4517-large_default/astaral-parfum-100ml.jpg,Xerjoff,"[""anis"", ""pink pepper"", ""shamama accord""]","[""amberwood"", ""labdanum absolute"", ""rose"", ""violet""]","[""amber"", ""cedarwood"", ""moss"", ""oud"", ""patchouli""]",https://www.xerjoff.com/k-blue/10138-astaral-parfum-100ml.html
Accento,"Indulge in the romance of Accento Xerjoff, a fruity scent with undeniably elegant flair.. Opening with top notes of fresh pineapple and hyacinth, this refined parfum has a classic heart of jasmine, iris and pink pepper.. A warm base of patchouli, amber and musk offers a classic undertone..",https://www.xerjoff.com/4796-large_default/accento-eau-de-parfum-50ml.jpg,Xerjoff,"[""pineapple hyacinth""]","[""iris pink pepper"", ""jasmine""]","[""amber"", ""musk vanilla"", ""patchouli"", ""vetiver""]",https://www.xerjoff.com/xerjoff-vibe-collection/10461-accento-eau-de-parfum-50ml.html
Deified Tony Iommi Signed Edition,"Presenting an exclusive signed edition of the second chapter of the almighty collaboration between the greatest riff master of all time, Black Sabbath’s legendary guitarist and rock composer, Tony Iommi, and Xerjoff’s esteemed founder, Sergio Momo.. The Xerjoff Blends Deified experience plays on the palindromic nature of sound, scent, and sensorial sequences.. Deified Tony Iommi Perfume
Step into a parallel universe where mystery possesses the mind in a dark and decadent experience that casts subliminal shadows on the wearer..",https://www.xerjoff.com/4958-large_default/tony-iommi-deified-signature-parfum-50ml.jpg,Xerjoff,"[""saffron"", ""apple"", ""cinnamon""]","[""rose"", ""leather""]","[""moss"", ""musk"", ""papyrus"", ""patchouli""]",https://www.xerjoff.com/blends/10529-tony-iommi-deified-signature-parfum-50ml.html
Lunalovers,"Lively and spirited, LunaLovers evokes the vibrant vibe that is reminiscent of the true beauty that lies in the Caribbean islands.. Alluring tropical beaches, clear waters and captivating sunsets are accompanied by an exotic and exquisite blend of pink grapefruit and white flowers with creamy notes that collide with toasted hazelnut and coconut.. The smoky base of blond tobacco and amber make for an intense and evocative scent the illuminate the senses and the ambiance..",https://www.xerjoff.com/5220-large_default/luna-lovers-candle-170gr.jpg,Xerjoff,"[""cream"", ""pink grapefruit"", ""toasted hazelnut""]","[""night flowers"", ""white flowers""]","[""amber"", ""blond tobacco"", ""coconut"", ""flouve"", ""sandalwood""]",https://www.xerjoff.com/scented-candles-scentimento-collection/10566-luna-lovers-candle-170gr-8054320903840.html
Amphorae 17,This product is only available upon request.. Contact our team to place your order.. For sweet oriental blend lovers Amphorae 17 is the answer..,https://www.xerjoff.com/4340-large_default/amphorae-17-attar-oil.jpg,Xerjoff,"[""violet leaves amber"", ""davana""]",[],"[""australian sandalwood"", ""tonka beans""]",https://www.xerjoff.com/amphorae/9893-amphorae-17-attar-oil.html
Cruz Del Sur I,"Head deep into the depths of the South American tropical forest with Cruz del Sur I, a velvety, leather perfume inspired by the majesty of the jungle tribes.. Opening with the spicy florals of bergamot and grapefruit, the heart of this scent opens into warm cinnamon, dried fruits and an intriguing hint of cumin.. In Cruz del Sur I, the inviting leathery base of labdanum and myrrh adds an air of mystery to this unforgettable scent..",https://www.xerjoff.com/3516-large_default/cruz-del-sur-iparfum-50ml.jpg,Xerjoff,"[""bergamot"", ""grapefruit"", ""rum extract""]","[""cedarwood"", ""cinnamon"", ""cumin"", ""dried fruits""]","[""castoreum"", ""labdanum"", ""myrrh""]",https://www.xerjoff.com/shooting-stars/177-cruz-del-sur-iparfum-50ml-8033488152864.html
Layla,"Drift into the mystical night sky with Layla, a romantic and feminine take on the celestial world.. Taking its name from the Arabic for night, this magical perfume has a calm and serene character, with seductive notes that tempt like glittering stars.. Warming clove and nutmeg dance with the heavy sweet scent of ylang-ylang and patchouli..",https://www.xerjoff.com/4550-large_default/layla-parfum-50ml.jpg,Xerjoff,"[""cloves"", ""nutmeg""]","[""ylang-ylang""]","[""amber"", ""musk""]",https://www.xerjoff.com/k-collection/10131-layla-parfum-50ml.html
Black Sukar,"Balmy and floral, Black Sukar opens with peony and freesia.
A scrumptious atmosphere follows the trend with the growing notes of Laotian oud, and the smoky petals of the Damask rose.
The sugary sweetness of vanilla and musk compose the base layer and orchestrate a seamless oriental and floral delicacy.",https://www.xerjoff.com/5162-large_default/black-sukar-attar-oil-15ml.jpg,Xerjoff,"[""orange"", ""pink pepper freesia""]","[""damascus rose"", ""peony""]","[""laotian oud white musk"", ""vanilla""]",https://www.xerjoff.com/xj-oud/194-black-sukar-attar-oil-15ml-8033488152611.html
White On White,"A scent that will forever hold the poetic portrayals that were received from our dedicated Xerjoff clients who took the time to test and trial the creations within the exclusive White on White set.. A perfume whose aura echoes the poise and passion that was attained from your input when selecting the scent.. White on White commences with fresh hints of bergamot and earthy undertones of fig leaf, which settle down to reveal a soft cloud of fig milk, with cedarwood, patchouli and Tolu balsam at the woody heart..",https://www.xerjoff.com/4660-large_default/white-on-white-eau-de-parfum-50ml.jpg,Xerjoff,"[""bergamot"", ""fig leaves""]","[""cedarwood"", ""patchouli"", ""tolu balsam""]","[""amber"", ""musk"", ""sandalwood"", ""vanilla bourbon""]",https://www.xerjoff.com/spotlight/10353-white-on-white-eau-de-parfum-50ml.html
Darkviolette,"Embark on the awe-inspiring adventure where mystery meets magnificence.. A labyrinth of emotions, with pleasant surprises unveiling themselves at each corner, DarkViolette is an olfactory paradox of light and dark, with sweet Blackcurrant, Raspberry, Moss and Leather unveiling their heady notes as the candle burns.. Made with vegetable wax, Xerjoff candles are expertly hand-poured and swathed in precious Limoges porcelain, providing a significant scent and richness to your home, even before the candle is lit..",https://www.xerjoff.com/4434-large_default/darkviolette-candle-200gr.jpg,Xerjoff,"[""almond"", ""amber"", ""blackcurrent"", ""violet""]","[""heliotrope"", ""raspberry"", ""cashmere"", ""tuberose""]","[""moss"", ""cedar wood"", ""patchouli""]",https://www.xerjoff.com/scented-candles-limoges-collection/10013-darkviolette-candle-200gr-8054320901570.html
Torino21,"Xerjoff, official Silver Sponsor of the Nitto ATP Finals held in Xerjoff’s home city, is proud to present the perfume TORINO21.
A vigorously energetic perfume which transports the wearer to the tennis courts. Upliftingly fresh and dynamic, TORINO21 celebrates the accelerated atmosphere of the ATP Finals.",https://www.xerjoff.com/4295-large_default/torino21-eau-de-parfum-15ml.jpg,Xerjoff,"[""basil"", ""lemon"", ""mint"", ""thyme""]","[""blackcurrant"", ""jasmine"", ""lavender"", ""rosemary""]","[""musk"", ""verbena""]",https://www.xerjoff.com/xerjoff-15ml/9781-torino21-eau-de-parfum-15ml.html
Luxor,"Among ancient civilizations, the Egyptian one is certainly one of the most fascinating.. A well-expressed example of its greatness is the city of Luxor.. Luxor by Xerjoff is an oriental and fresh perfume that evokes the splendour of a civilization, which still enchants us with the beauty of its forms, colours and paintings..",https://www.xerjoff.com/3311-large_default/luxor.jpg,Xerjoff,"[""cardamom"", ""leather cinnamon ceylon""]","[""cedar atlas"", ""incense"", ""tobacco myrrh""]","[""indonesian patchouli""]",https://www.xerjoff.com/oud-stars/9055-luxor-8033488159160.html
Comandante!,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.
In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.
Comandante is Xerjoff's tribute to the classic smoking clubs of old in this powerful and intense scent.",https://www.xerjoff.com/3214-large_default/comandante-eau-de-parfum-50ml.jpg,Xerjoff,"[""coffee"", ""rum""]","[""tobacco"", ""leather""]","[""tonka bean"", ""vanilla"", ""woods""]",https://www.xerjoff.com/jtc-join-the-club/235-comandante-eau-de-parfum-50ml-8033488155186.html
Hair Spray La Tosca,"The natural ingredients in La Tosca Perfumed Hair Mist make for beautifully nourished hair. Body-enhancing properties and conditioning effects help hair keratin, resulting in hair which is soft, light and full of shine and volume. This rich essence leaves the hair scented with the dreamy notes of the precious perfume La Tosca, while nourishing the hair and awakening the senses.",https://www.xerjoff.com/3810-large_default/la-toscahair-spray-.jpg,Xerjoff,[],"[""bulgarian rose""]","[""patchouli""]",https://www.xerjoff.com/la-tosca/298-la-toscahair-spray--8033488155810.html
Luna,"The most mysterious and captivating subject of all, the moon, inspires Luna.
With tempting citrus mandarin and warming spices throughout, this serene scent is a truly enchanting representation of the celestial world.
Warm cedar wood and jasmine dance across the skin with a comforting chime.",https://www.xerjoff.com/4545-large_default/luna-parfum-50ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""lemon"", ""mandarin""]","[""bulgarian rose"", ""indian jasmine sambac"", ""italian tuscan orris"", ""violet""]","[""amber"", ""caramel"", ""musk""]",https://www.xerjoff.com/k-collection/10132-luna-parfum-50ml.html
Regio,"Regio Casamorati is a memorable voyage carried across fresh sea breezes, with an oriental spicy character.. Both woody and floral in spirit, this irresistible perfume is a blooming bouquet of exquisite spices and rare, precious wood, offering a unique take on traditional florals.. Fresh lemon flowers and Calabrian bergamot travel to a distinctive heart of cloves, Damascus rose and geranium bourbon..",https://www.xerjoff.com/3831-large_default/regioeau-de-parfum-100-ml.jpg,Xerjoff,"[""lemon flowers"", ""calabrian bergamot"", ""grapefruit"", ""lavender flowers""]","[""damascus rose"", ""ylang-ylang""]","[""white musk""]",https://www.xerjoff.com/regio/373-regioeau-de-parfum-100-ml-8033488153601.html
Ouverture,"Few scents have the romantic charm of Ouverture.. Floral and fruity, this irresistible scent is a rare and precious journey that sets the senses alight.. Classic magnolia and fruity fig leaves open and lead the way for a heart of Bulgarian rose and ylang-ylang..",https://www.xerjoff.com/4914-large_default/ouverture-eau-de-parfum-50ml.jpg,Xerjoff,"[""fig leaves"", ""magnolia"", ""orange""]","[""bulgarian rose cinnamon"", ""indian jasmine"", ""ylang-ylang""]","[""amber"", ""sandalwood"", ""vanilla incense""]",https://www.xerjoff.com/xerjoff-vibe-collection/10523-ouverture-eau-de-parfum-50ml.html
Irisss,"Crafted using one of the world's most prized perfumery ingredients, Butter of Iris, Irisss is a truly comforting powder fragrance that exudes pure luxury.. Irisss Xerjoff opening with an accord of carnation flowers and bergamot, the stunning heart notes of Butter of Iris and jasmine evoke the sumptuous softness of cashmere.. A blend of Haitian vetiver and cedar wood lend a warming base that comes to life on the skin as time goes by..",https://www.xerjoff.com/3450-large_default/irisssparfum-50ml.jpg,Xerjoff,"[""carnation flowers""]","[""butter of iris"", ""green violette"", ""jasmine"", ""rose absolute""]","[""cedar wood"", ""haitian vetiver"", ""musks"", ""somalia frankincense oil""]",https://www.xerjoff.com/1717-stone-label/246-irisssparfum-50ml-8033488155490.html
Pikovaya Dama,"Pikovaya Dama tells the story of an iconic Russian novel written in the 19th century by Aleksandr Pushkin.. Entitled The Queen of Spades, the novel plays a key role in the history of the country and serves as the inspiration for this scent.. Opening with top notes of Calabrian bergamot and neroli, the heart of Pikovaya Dama Xerjoff is a powdery accord of Turkish iris, coriander and Moroccan atlas cedar..",https://www.xerjoff.com/3456-large_default/pikovaya-damaparfum-100ml.jpg,Xerjoff,"[""bulgarian rose neroli"", ""calabrian bergamot"", ""sicilian lemon""]","[""moroccan atlas cedar"", ""coriander"", ""turkish iris""]","[""musk bourbon vanilla"", ""patchouli""]",https://www.xerjoff.com/1717-stone-label/392-pikovaya-damaparfum-100ml.html
Ether,"In Greek mythology, Ether, meaning pure, fresh air, was considered the pure essence breathed by the gods.
The first spray of Ether hits with fresh, citrus notes of Italian Amalfi lemon, bergamot from Reggio Calabria and Mandarin, arousing the senses and preparing them for an aromatic heart of clary sage, lavender and a drop of benzoin.
Ether draws to a base of warm sandalwood from Ceylon and musk, with sweet hints of vanilla and caramel.",https://www.xerjoff.com/4525-large_default/ether-parfum-50ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""brazilian orange"", ""bulgarian rose"", ""cumin"", ""italian amalfi lemon"", ""mandarin""]","[""benzoin"", ""bulgarian lavender"", ""clary sage"", ""cypriol"", ""gurjun balsam"", ""siberian pine""]","[""caramel"", ""musk"", ""oud""]",https://www.xerjoff.com/k-blue/10136-ether-parfum-50ml.html
Don,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.
In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.
Reckless, intense and irresistibly intoxicating, Don by Xerjoff imagines the hidden world of gangsters.",https://www.xerjoff.com/3226-large_default/doneau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/234-doneau-de-parfum-50ml-8033488155162.html
Accento Overdose Pride Edition,"An explosion of colour and confidence, the soft and intense notes of an already adored favourite have been re-released in support of LGBTQ+ rights:
Xerjoff is proud to present Accento Overdose Pride Edition.. Intensely rich and radiant, Accento Overdose Pride Edition celebrates what the Pride season is about: freedom, inclusion and community.. An olfactory revival of boldness and positivity, Accento Overdose opens to fruity, green top notes, with a fresh heart of eucalyptus and Mediterranean pine..",https://www.xerjoff.com/4307-large_default/accento-overdose-pride-edition.jpg,Xerjoff,[],"[""eucalyptus"", ""mediterranean pine""]","[""bulgarian rose muguet"", ""egyptian jasmine""]",https://www.xerjoff.com/xerjoff-vibe-collection/9793-accento-overdose-pride-edition-8054320901693.html
Cruz Del Sur Ii,"Discover Cruz del Sur II, a luxuriant journey into the tropical rainforests of South America.. Characterised by the fresh and fruity top notes of mango, pineapple and apple blossom, this exotic scent opens into a blossoming heart of green leaves and floral bouquet.. Earthy cedar wood and musk base notes add depth to this spirited scent..",https://www.xerjoff.com/3521-large_default/cruz-del-sur-iiparfum-50ml.jpg,Xerjoff,"[""apple blossom"", ""mango"", ""pineapple""]","[""floral bouquet"", ""green leaves""]","[""cedarwood"", ""musk"", ""vetyver""]",https://www.xerjoff.com/shooting-stars/178-cruz-del-sur-iiparfum-50ml.html
Homme,"The opening chapter of the Xerjoff story, Homme was the first perfume created for the collection.. Defined by a warming leather olfactory direction, this rugged and intoxicating scent transports the wearer to the soft leather seats of a prized vintage car.. Opening with fresh bergamot and lemon, the heart of Homme by Xerjoff is an enticing blend of Florentine iris and Madagascan cloves, leading to an earthy base of Atlantic cedar wood and leather..",https://www.xerjoff.com/3438-large_default/hommeparfum-50ml.jpg,Xerjoff,"[""bergamot"", ""lemon"", ""mandarin"", ""orange"", ""tarragone of grasse""]","[""florentine iris"", ""lavender flower of grasse""]","[""amber"", ""atlantic cedar wood"", ""leather scents"", ""rose santal""]",https://www.xerjoff.com/1717-stone-label/244-hommeparfum-50ml-8033488155452.html
Pikovaya Dama,"Pikovaya Dama tells the story of an iconic Russian novel written in the 19th century by Aleksandr Pushkin.. Entitled The Queen of Spades, the novel plays a key role in the history of the country and serves as the inspiration for this scent.. Opening with top notes of Calabrian bergamot and neroli, the heart of Pikovaya Dama Xerjoff is a powdery accord of Turkish iris, coriander and Moroccan atlas cedar..",https://www.xerjoff.com/3462-large_default/pikovaya-damaparfum-50ml.jpg,Xerjoff,"[""bulgarian rose neroli"", ""calabrian bergamot"", ""sicilian lemon""]","[""moroccan atlas cedar"", ""coriander"", ""turkish iris""]","[""musk bourbon vanilla"", ""patchouli""]",https://www.xerjoff.com/1717-stone-label/249-pikovaya-damaparfum-50ml.html
Groove Xcape,"Xerjoff Blends feat.. MAX CASACCI
A new realm reveals itself with a new chapter of Xerjoff Blends, between the notes of sound and scent.. Sergio Momo and Max Casacci, co-founder of Subsonica and musical pioneer, have combined the sacredness of sound with perfumery’s most precious ingredients to create an unparalleled universe that explores the power of rhythm and scent, transporting the wearer to new, celestial heights..",https://www.xerjoff.com/4490-large_default/groove-xcape-parfum-50ml.jpg,Xerjoff,"[""cardamom"", ""ginger"", ""pepper"", ""elemi""]","[""myrrh"", ""incense"", ""mimosa"", ""rose""]","[""patchouli"", ""benzoin"", ""cedar wood"", ""labdanum""]",https://www.xerjoff.com/blends/10065-groove-xcape-parfum-50ml.html
Elle,"The opening chapter of the Xerjoff story, Elle is the first perfume created for this collection.. Deliciously feminine and floral, Elle opens with the most inspiring top notes of Calabrian bergamot, lily of the valley and Mediterranean neroli.. Oriental in character, this gorgeous scent is inspired by the minerals and semi-precious stones on display at London's iconic Natural History Museum..",https://www.xerjoff.com/3422-large_default/elle-eau-de-parfum-50ml.jpg,Xerjoff,"[""calabrian bergamot"", ""iranian galbanum"", ""neroli""]","[""bulgarian rose"", ""florentine iris"", ""indian sambac jasmine""]","[""amber"", ""coumarin"", ""musks"", ""tonkiphora balsam""]",https://www.xerjoff.com/1717-stone-label/243-elle-eau-de-parfum-50ml-8033488155438.html
More Than Words,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.
In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.
More Than Words Xerjoff imagines a secret club of writers and poets, inspired by literature and the power of the written word; their creativity is bound only by the paper they write on.",https://www.xerjoff.com/3262-large_default/more-than-wordseau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/232-more-than-wordseau-de-parfum-50ml-8033488155124.html
Tuberhype,"An oriental voyage across the open fields of India, abundantly adorned with what is known as nature’s narcotics – the Tuberose.. Similar to the Tuberose, whose presence is felt in the aroma that lingers long after the sun goes down, the sweet narrative of Xerjoff’s TuberHype candle reverberates in the hearts and souls of those who experience it long after the candle has been lit.. The TuberHype candle is made with vegetable wax and is hand-poured into precious Limoges porcelain holders, lending a decorative decadence to your home, even before the candle is lit..",https://www.xerjoff.com/4467-large_default/tuberhype-candle-200gr.jpg,Xerjoff,"[""almond tree flower"", ""peach"", ""spicy""]","[""orange blossom"", ""tuberose"", ""ylang-ylang""]","[""musk"", ""vanilla"", ""sandalwood"", ""vetiver""]",https://www.xerjoff.com/scented-candles-limoges-collection/10017-tuberhype-candle-200gr-8054320901525.html
Erba Gold,"Xerjoff is proud to announce the captivating scent, Erba Gold, is now available worldwide.
With a fresh new look on the outside and the same exquisite contents on the inside, Erba Gold opens to citrusy top notes of lemon from Amalfi, Brazilian orange and ginger, specked with a spicy heart of cardamom from Guatemala and cinnamon which makes way for an enticingly warm base of white musk, amber and Madagascan vanilla.
Erba Gold is presented with a unique silk neck scarf designed by Xerjoff and produced by famous silk manufacturers in Lake Como.",https://www.xerjoff.com/4686-large_default/erba-gold-eau-de-parfum-100ml.jpg,Xerjoff,"[""amalfi lemon"", ""brazilian orange"", ""calabrian bergamot"", ""ginger""]","[""cloves"", ""green apple"", ""guatemalan cardamom"", ""madagascar cinnamon"", ""melon"", ""pear""]","[""amber"", ""madagascan vanilla"", ""musk""]",https://www.xerjoff.com/xerjoff-vibe-collection/10371-erba-gold-eau-de-parfum-100ml.html
Ibitira,"Discover Ibitira, a classically Italian fragrance that entices and enchants.. Defined by a woody and floral powdery character, the nose travels across sun-soaked Italian lemon trees with green violet and orange flowers dancing alongside.. 13
At the heart, seductive damascus rose, white flowers and neroli reach a high point with intoxicating Florentine iris..",https://www.xerjoff.com/3542-large_default/ibitiraparfum-50ml.jpg,Xerjoff,"[""green violette"", ""italian lemons"", ""orange flowers""]","[""damascus rose"", ""florentine iris"", ""neroli"", ""white flowers""]","[""cedar wood"", ""haitian vetiver"", ""musks"", ""vanilla bourbon""]",https://www.xerjoff.com/shooting-stars/171-ibitiraparfum-50ml-8033488151546.html
