name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Lyncis,"LyncisExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoTraveling to the constellation Lynx you come across the brightest star in the group, Lyncis.
A very luminescent and mysterious star of intense color.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_LYN_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""iris"", ""orange blossom"", ""bergamot"", ""orange"", ""grapefruit"", ""mandarin"", ""sandalwood"", ""cedar"", ""vetiver"", ""patchouli"", ""pepper"", ""pink pepper"", ""musk"", ""ambergris""]","[""rose"", ""jasmine"", ""iris"", ""orange blossom"", ""orange"", ""sandalwood"", ""cedar"", ""vetiver"", ""patchouli"", ""musk"", ""ambergris""]","[""sandalwood"", ""cedar"", ""vetiver"", ""patchouli"", ""musk""]",https://terenziboutique.com/en/product/lyncis/
Andromeda,"AndromedaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaWe met Andromeda for the first time, wrapped in His infinite beauty, thanks to a trail of bright, fascinating stars, while trekking on the Sibillini Mountains, located in a little-known, but charming, area of ​​our beautiful country.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_AND_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""violet"", ""ylang ylang"", ""bergamot"", ""ebony"", ""amber"", ""vanilla"", ""coconut"", ""tonka bean"", ""pear"", ""peach"", ""grass"", ""leaves"", ""water"", ""powder""]","[""rose"", ""violet"", ""ebony"", ""amber"", ""vanilla"", ""coconut"", ""tonka bean"", ""pear"", ""peach"", ""leaves"", ""powder""]","[""ebony"", ""amber"", ""vanilla"", ""coconut"", ""tonka bean"", ""powder""]",https://terenziboutique.com/en/product/andromeda/
Atlantide,"AtlantideExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Sea StarsAtlantis is a legendary and mysterious island, its myth mentioned for the first time by Plato in the works Timaeus (17-27) and Critias, in the fourth century BC.",https://terenziboutique.com/wp-content/uploads/2020/10/TTPROF_ATL_A-4-600x635.jpg,Tiziana Terenzi,"[""rose"", ""tuberose"", ""orange blossom"", ""bergamot"", ""orange"", ""benzoin"", ""musk"", ""passion fruit""]","[""tuberose"", ""orange blossom"", ""orange"", ""benzoin"", ""musk""]","[""benzoin"", ""musk""]",https://terenziboutique.com/en/product/atlantide/
Tyl,"TylExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoHere comes Tyl, rising star of the constellation Draco.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_TYL_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""bergamot"", ""lemon"", ""amber"", ""musk"", ""vanilla"", ""lavender""]","[""rose"", ""jasmine"", ""amber"", ""musk"", ""vanilla""]","[""musk"", ""vanilla""]",https://terenziboutique.com/en/product/tyl/
Gumin,"GuminExtrait de Parfum 100 mlCollection:Anniversari Black, Tiziana TerenziThis fragrance is dedicated to Guglielmo, the founder and pillar of our artisan perfumery, which from generation to generation continues his journey in search of wonder.
The most noble and timeless fragrance of the collection.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_GUM_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""violet"", ""bergamot"", ""orange"", ""mandarin"", ""sandalwood"", ""oud"", ""amber""]","[""rose"", ""jasmine"", ""violet"", ""sandalwood"", ""oud"", ""amber""]","[""sandalwood"", ""oud""]",https://terenziboutique.com/en/product/gumin/
Orza,"OrzaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Sea StarsOrza from the Italian verb for to luff.
To luff means to move the bow of a sailing boat towards the direction of the wind.",https://terenziboutique.com/wp-content/uploads/2020/10/TTPROF_ORZ_A-2-600x635.jpg,Tiziana Terenzi,"[""rose"", ""lily"", ""magnolia"", ""lily of the valley"", ""mandarin"", ""sandalwood"", ""benzoin"", ""musk"", ""ambergris"", ""vanilla"", ""apple"", ""plum"", ""raspberry"", ""blackberry""]","[""rose"", ""lily"", ""lily of the valley"", ""sandalwood"", ""benzoin"", ""musk"", ""ambergris"", ""vanilla""]","[""sandalwood"", ""benzoin"", ""musk"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/orza/
Struo’,"Struo’Extrait de Parfum 100 mlCollection:Tiziana Terenzi, VulcaniIn the sublime realm of fragrances, where the art of perfumery rises as a divine sculptor of atmospheres, an incomparable olfactory creation has been born, christened Struò and dedicated to the Volcano.
This fragrance is a fiery homage to the majestic telluric power that resides in the beating heart of the earth, a tribute to those smoking peaks that rise imperiously into the clear sky.
Struò, shrouded in mystery like the dense clouds of ash that dance around the smoking crater, evokes the indomitable spirit of an earth that burns in perpetual renewal.
Its aura is an invitation to contemplate the eternal cycle of destruction and creation, a cycle that pulsates in the glowing heart of the world.
The sensations that ensue from encountering these olfactory notes are comparable to the experience of observing the seething magma pouring forth with unbridled fervour from the bowels of the earth.
There is a sense of sublime terror and admiration, a tension between reverent awe and attraction to the infinite power of the Volcano.
I therefore invite the most ardent fans of the olfactory world to immerse themselves in this unique sensory experience, where strength and beauty coexist in a dance of elements that only the art of artistic perfumery can translate into a symphony for the sense of smell.
With this creation, the mystery and magnificence of the Volcano come to life in a tangible form, enveloping the being in a cloak of enigmatic splendour.
Struò opens with a ‘hesperidian’ accord dominated by the effervescence of Calabrian Bergamot and Sicilian Mandarin blending with the depth and complexity of Sicilian Saffron.
The head gently folds into an embrace from the heart of creation, where Lebanese Cedar emerges with its robustness, perfectly balanced by Sri Lankan Green Tea, which introduces a gentle, purifying freshness.Indian Cloves and Himalayan Cardamom enrich the heart with their exotic, penetrating spices, while Cambodian Oudh weaves a rich, mysterious aroma that invites contemplation.
The base is characterised by an acrobatic balance of woods.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_VULSTR_A-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""mandarin"", ""saffron"", ""labdanum""]","[""cedar"", ""cardamom"", ""tea"", ""green tea""]","[""birch"", ""ambergris"", ""leather""]",https://terenziboutique.com/en/product/struo/
Zubenel,"ZubenelExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoOne of the most important and famous stars is Zubenel in the constellation of Libra.",https://terenziboutique.com/wp-content/uploads/2024/04/TTASS_ZUB_A-600x635.jpg,Tiziana Terenzi,"[""sandalwood"", ""patchouli"", ""frankincense"", ""ambergris"", ""vanilla"", ""chocolate""]","[""sandalwood"", ""patchouli"", ""ambergris"", ""vanilla"", ""chocolate""]","[""sandalwood"", ""patchouli""]",https://terenziboutique.com/en/product/zubenel/
Porpora,"PorporaExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziThe stylistic pathway of the Moon Collection continues in its many forms, geared to explore confines never reached before in the art of perfume-making, driving us in this dreamlike journey towards cosmic spaces that are ever more mysterious and secret Porpora is the name of the work contained in this precious passion red bottle, decorated with a gilded jewel-shaped cap and depicting the lunar phases with fine lacquers in fiery red.",https://terenziboutique.com/wp-content/uploads/2020/05/TTPROF_POR_A-600x675.jpg,Tiziana Terenzi,"[""rose"", ""patchouli""]","[""rose"", ""patchouli"", ""amber"", ""musk""]","[""amber"", ""musk""]",https://terenziboutique.com/en/product/porpora/
Gemini,"GeminiExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaThe magical journey of the youngsters Paolo and Tiziana, together with their beloved grandfather Guglielmo, continues with the observation of the celestial sphere on the ridges of the hills of their homeland, warmed by a crackling fire on an early spring night.",https://terenziboutique.com/wp-content/uploads/2024/07/TTPROF_GEM_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""patchouli"", ""nutmeg"", ""saffron"", ""ambergris"", ""sage"", ""lavender"", ""oakmoss""]","[""jasmine"", ""patchouli"", ""nutmeg"", ""ambergris"", ""oakmoss""]","[""patchouli"", ""ambergris"", ""oakmoss""]",https://terenziboutique.com/en/product/gemini-2/
Bianco Puro,"Bianco PuroExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziThis magic creation is born from an enchanted place, deeply connected to the ancient traditions of the Bel Paese and its wonderful coasts.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_PURO_A-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""lemon"", ""mandarin"", ""sandalwood"", ""vetiver"", ""patchouli"", ""saffron"", ""myrrh"", ""musk"", ""vanilla"", ""caramel"", ""lavender""]","[""sandalwood"", ""vetiver"", ""patchouli"", ""saffron"", ""myrrh"", ""musk"", ""vanilla"", ""caramel"", ""lavender""]","[""sandalwood"", ""vetiver"", ""patchouli"", ""myrrh"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/bianco-puro/
Cas,"CasExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarLaunched to accompany the newly created CAS Attar and inspired by one of the most famous stars of Cassiopea, the Cas extrait de parfum is in sync with the stylistic design attributed to the celestial bodies in the Constellations of the Moon Collection.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_CASAT_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""oud"", ""pepper"", ""black pepper"", ""pink pepper"", ""amber"", ""vanilla""]","[""oud"", ""pepper"", ""amber"", ""vanilla""]","[""amber"", ""vanilla""]",https://terenziboutique.com/en/product/cas/
Chimaera,"ChimaeraExtrait de Parfum 100 mlCollection:Anniversari Black, Tiziana TerenziThis unforgettable journey starts in a sail boat in the Gulf of Fethiye, known in history as the ""land of light and fire"", stopping at the amazing and surreal Olympus, where, from the heart of the mountain, huge tongues of fire are released and are visible even from the sea in the warm summer nights.
Like Phoenician sailors, transported from Maltemi, we headed on toward the ruins of the Lycian civilization, between untouched coves and pine-covered hills reach down to the sea, surrounded by slopes covered in thyme, sage, bay trees and rare, almost extinct, Günlük, ""Incense trees"" that perfume the air in a breathtaking explosion of colours and essences.",https://terenziboutique.com/wp-content/uploads/2020/05/TTPROF_CHI2021_A-600x635.jpg,Tiziana Terenzi,"[""iris"", ""peony"", ""magnolia"", ""carnation"", ""lemon"", ""patchouli"", ""agarwood"", ""pine"", ""pepper"", ""black pepper"", ""saffron"", ""labdanum"", ""leather"", ""caramel"", ""honey"", ""sage"", ""thyme"", ""tobacco""]","[""iris"", ""peony"", ""magnolia"", ""carnation"", ""patchouli"", ""agarwood"", ""pine"", ""pepper"", ""labdanum"", ""leather"", ""caramel"", ""honey"", ""sage"", ""tobacco""]","[""patchouli"", ""agarwood"", ""pine"", ""labdanum"", ""leather"", ""caramel"", ""tobacco""]",https://terenziboutique.com/en/product/chimaera/
Libra,"LibraExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaLibra is a constellation of the zodiac that shows its majestic beauty in the months of April to July in the boreal hemisphere, while it remains visible for a few more months in the austral hemisphere.
Maximum visibility is reached on fine spring days, when the hours of light also increase considerably, meaning that admiring this constellation is very complicated and exclusive to experienced observers, because to fully understand all the facets of a Libra requires a great deal of experience.
Those born under the sign of Libra can be distinguished by their harmonious and balanced nature, which leads them to get along well with almost everyone.
Gifted with a lively intelligence, they can take an interest in many fields, especially the arts.
They deeply cherish the sense of beauty in every artistic expression, from sculpture to painting, music to dance, basing the measuring standard on the impeccable parameters of aesthetics.
They are eager to live in harmony, which they seek in every aspect of their lives.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_LIB_A-6-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""tuberose"", ""bergamot"", ""lemon"", ""grapefruit"", ""cedar"", ""vetiver"", ""patchouli"", ""benzoin"", ""musk"", ""ambergris"", ""vanilla""]","[""jasmine"", ""cedar"", ""vetiver"", ""patchouli"", ""benzoin"", ""musk"", ""ambergris"", ""vanilla""]","[""vetiver"", ""patchouli"", ""benzoin"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/libra/
Halley,"HalleyExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometThe perfume opens with a magical and graceful bouquet, but with a hint of hypnotic fatalilty.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_HAL_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""iris"", ""tuberose"", ""lemon"", ""petitgrain"", ""cedar"", ""oud"", ""cinnamon"", ""amber"", ""musk"", ""vanilla"", ""peach"", ""raspberry"", ""passion fruit""]","[""iris"", ""tuberose"", ""petitgrain"", ""cedar"", ""oud"", ""cinnamon"", ""amber"", ""musk"", ""vanilla"", ""peach"", ""raspberry""]","[""cedar"", ""oud"", ""amber"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/halley/
Wirtanen,"WirtanenExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometThe beauty of this celestial mystery gives its name to our creation, which opens with a bouquet of citrus fruits, where echoes of Calabrian Bergamot are combined with the delicate touch of the Ylang Ylang flower from the Philippines and the strength of Bulgarian Rose.
This head, intense and decisive, lies on a complex and effervescent bed, where the freshness of Indian Black Pepper is strengthened by a precious blend of two Oudhs with different characteristics.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_WIR_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""peony"", ""ylang ylang"", ""bergamot"", ""sandalwood"", ""pepper"", ""black pepper"", ""ambergris"", ""vanilla"", ""caramel""]","[""jasmine"", ""peony"", ""sandalwood"", ""pepper"", ""black pepper"", ""ambergris"", ""vanilla"", ""caramel""]","[""sandalwood"", ""ambergris"", ""vanilla"", ""caramel""]",https://terenziboutique.com/en/product/wirtanen/
Tuttle,"TuttleExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometTuttle is a periodic comet in our Solar System, belonging to the Halley cometary family.
Because of this origin, in keeping with Paolo and Tiziana's design project, the Tuttle fragrance also clearly echoes and resonates with the Halley creation from the same Comete collection.
Tuttle is among the comets with the greatest beneficial influence on our universe, thanks to its orbit being one of the closest to the earth and, like all comets, it brings people joy, wonder, amazement and immense hope!
A precious tribute to happiness, addressed to those who are able to gaze at these comets with the dreamy eyes of a child.
The creation opens with a sparkling and joyful bouquet of fruits and citrus notes, dominated by Sicilian Grapefruit, embraced by the characteristic wild strength of Cassis and the revolutionary Romagna Peach, used for the first time in perfumery and a world exclusive of the Terenzi olfactory library.
This luxuriant head settles on a rich and opulent heart, where the echoes of regal white flowers can also be sensed, with lush Tuberose, Magnolia and Iris excelling, skilfully blended with Lily of the Valley and Royal Jasmine, thanks to the aphrodisiac overtones of precious and rare Ambergris.
The base of the creation rests on a foundation that is imposing and precious, but at the same time light and effervescent, capable of ensuring a long persistence and at the same time increasing its projection to impressive distances.
The intensity of Red Patchouli combined with the sweetness of Indian Sandalwood contrasts with the wild, woody scent of Italian Birch, accentuated by the Caribbean freshness of Cuban Cedar.
This majestic rush of woods is enveloped by the exotic scent of Haitian Vetiver, which lends an unpredictable and innovative touch to the entire creation.
The Tuttle comet will deliver to your souls a shimmering happiness and joy that will make the light in your eyes shine brightly once again, leaving you wonderfully fascinated and irresistible.
The wake of the comet, in a drop of unique and inimitable perfume.More informationLess informationListen to your essenceOlfactory PyramidTop Notes:Sicilian Grapefruit, Cassis, Romagna PeachHeart Notes:Tuberose, Iris, Magnolia, Lily of the Valley, Royal Jasmine & AmbergrisBase Notes:Red Patchouly, Indian Sandalwood, Cuban Cedarwood, Italian Birchwood & Haitian VetyverIngredientsIngredienti/Ingredients: Alcohol Denat., Parfum (Fragrance), Limonene, Linalool, Coumarin, Geraniol, Citronellol, Citral, Amyl Cinnamal, Benzyl Salicylate, EugenolWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2021/04/TTPROF_TUT_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""lily"", ""iris"", ""magnolia"", ""tuberose"", ""lily of the valley"", ""grapefruit"", ""sandalwood"", ""ambergris"", ""peach""]","[""jasmine"", ""lily"", ""iris"", ""magnolia"", ""tuberose"", ""lily of the valley"", ""sandalwood"", ""ambergris""]","[""sandalwood""]",https://terenziboutique.com/en/product/tuttle/
Hale Bopp,"Hale BoppExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometThe fragrance opens with a persuasive and irreverent head, thanks to the biting composition of spices, in which echoes of Nutmeg from the Moluccan Islands and Sri Lankan Cinnamon are lashed by the energizing force of bitter Sicilian lemon.
This innovative head rests on a strong and wild heart where the echoes of African Geranium combined with Tuscan Sage can be perceived, supported by the regal force of Red Patchouli from India and Vanilla from Tahiti.
This combination making for a rich heart with a limitless bouquet, is grounded on an imposing base that is the true center of the creation.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_BOPP_A-600x635.jpg,Tiziana Terenzi,"[""geranium"", ""lemon"", ""sandalwood"", ""patchouli"", ""cinnamon"", ""nutmeg"", ""musk"", ""ambergris"", ""vanilla"", ""sage""]","[""geranium"", ""sandalwood"", ""patchouli"", ""musk"", ""ambergris"", ""vanilla"", ""sage""]","[""sandalwood"", ""musk"", ""ambergris""]",https://terenziboutique.com/en/product/hale-bopp/
Burdèl,"BurdèlExtrait de Parfum 100 mlCollection:Anniversari Black, Tiziana TerenziBurdél is a typical dialectal word of our city that means ""boys"" and ""girls"" but with the peculiarity of people full of life and joy in their hearts, that carefree youth in search of happiness, as we all are throughout our lives! The poetic emotions that reverberate on the notes of this perfume evoke unique feelings that can make any moment magical.",https://terenziboutique.com/wp-content/uploads/2021/02/TTPROF_BUR2021_A-600x635.jpg,Tiziana Terenzi,"[""lily"", ""bergamot"", ""guaiac wood"", ""cardamom"", ""cumin"", ""musk"", ""ambergris"", ""vanilla""]","[""lily"", ""guaiac wood"", ""musk"", ""ambergris"", ""vanilla""]","[""musk"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/burdel/
Idnà,"IdnàExtrait de Parfum 100 mlCollection:Tiziana Terenzi, VulcaniA creation that pulsates to the rhythm of a volcano’s heart, embodying an essence that envelops you like the heat that emanates from the depths of the earth.
Its aura of mystery and power evokes the sublime dance of flames intertwining under a starry night sky.
Inspired by the majestic and untamed nature of Etna, this fragrance arouses the deepest emotions and transports each individual to the place where earth meets fire in an eternal celebration of rebirth and creation.
Each drop contains an invitation to explore the immense beauty of creative destruction, a reminder of the ancient rituals that celebrate life and its perpetual regeneration.
Idnà is not just a fragrance, but a secret passage to a world where the elements merge in a fiery embrace, leaving the soul suspended between the divine and the earthly, between an immortal past and a present full of promise.
Here, in the echo of an ancient force, lies the true essence of passion, sculpted over time like lava rock shaped by the invisible hands of nature.
The essence opens with Indian Cardamom offering a spicy introduction, accompanied by fresh Catania Pine and sweet Drops of Pine Resin, both reminiscent of Sicilian mountain landscapes.
Etna Chamomile adds a touch of herbaceous serenity, preparing the senses for the heart of the fragrance.
This captivating head sits atop an opulent and compelling heart of hypnotic power, where Sicilian Jasmine echoes with a floral bouquet of Lake Garda Lavender and Sicilian Broom, while Italian Artemisia carries a slightly bitter and complex aura.
The entire creation is underpinned by warm, solid foundations, with exquisite woods such as Australian Sandalwood blending perfectly with Etna Fig Milk, which adds a subtle, inviting sweetness.
Madagascan Vanilla and Brazilian Tonka Bean round off the fragrance with a sweet, enveloping finish, leaving a lingering, seductive trail.
Idnà is a fragrance that evokes the pulsating heat of the earth’s depths and the mystery of Etna, taking the most complex souls on a journey between the divine and the earthly, between past and present, through the celebration of life and its eternal rebirth.More informationLess informationOlfactory PyramidTop Notes:Indian Cardamom, Catania Pine, Etna Chamomile and Drops of Pine Resin.Heart Notes:Sicilian Broom, Italian Artemisia, Lake Garda Lavender and Sicilian JasmineBase Notes:Australian Sandalwood, Etna Fig Milk, Madagascan Vanilla and Brazilian Tonka BeanIngredientsIngredienti/Ingredients: Alcohol Denat., Parfum (Fragrance), Coumarin, Linalool, Limonene, Eugenol, Benzyl Alcohol, Benzyl Salicylate, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Benzoate, Geraniol, Benzyl Cinnamate, HydroxycitronellalWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_VULIDN_A-600x635.jpg,Tiziana Terenzi,"[""pine"", ""cardamom""]","[""jasmine"", ""sandalwood"", ""vanilla"", ""fig"", ""lavender""]","[""sandalwood"", ""vanilla"", ""fig""]",https://terenziboutique.com/en/product/idna/
Delox,"DeloxExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziThis creation is inspired by the journey by sailing boat around the Cyclades islands of the Greek archipelago and its bouquet contains all the colours and flavours of the most genuine and southernmost Mediterranean.
The essence of summer, without a care in the world, and full of inebriating scents blown into the area by the “Meltemi” (typical wind of these latitudes), with its warm, sensual embrace, is magically contained in this fragrance inspired by the unspoiled, ancestral beauty of the Mediterranean.
The strong aroma of coffee, made in an ancient “moka” (typical coffee-making machine) floats through the crisp morning air, penetrated by the iridescent light reflected in the sea.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_DEL_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""iris"", ""cedar"", ""amber"", ""myrrh"", ""musk"", ""vanilla"", ""coffee"", ""honey""]","[""rose"", ""cedar"", ""amber"", ""myrrh"", ""musk"", ""vanilla"", ""honey""]","[""cedar"", ""amber"", ""musk"", ""honey""]",https://terenziboutique.com/en/product/delox/
Kristina,"KristinaExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziTiziana Terenzi's Anniversary Collection is inspired by events and people who have positively influenced the lives of Tiziana and Paolo.",https://terenziboutique.com/wp-content/uploads/2024/04/TTPROF_KRI_A-600x635.jpg,Tiziana Terenzi,"[""iris"", ""bergamot"", ""grapefruit"", ""mandarin"", ""sandalwood"", ""patchouli"", ""tea"", ""green tea""]","[""iris"", ""sandalwood"", ""patchouli"", ""tea"", ""green tea""]","[""sandalwood"", ""patchouli""]",https://terenziboutique.com/en/product/kristina/
Laudano Nero,"Laudano NeroExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziThe most bohemian stop of this unforgettable journey takes us to mythical Paris during a rainy autumn, warm with watercolor hues, sinuous and blurred like a Renoir canvas.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_LAU_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""iris"", ""sandalwood"", ""vetiver"", ""agarwood"", ""amber"", ""musk"", ""vanilla"", ""honey"", ""rosemary"", ""tobacco""]","[""rose"", ""iris"", ""sandalwood"", ""vetiver"", ""agarwood"", ""musk"", ""vanilla"", ""honey"", ""rosemary""]","[""vetiver"", ""agarwood"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/laudano-nero/
Vittoriale,"VittorialeExtrait de Parfum 100 mlCollection:Anniversari Black, Tiziana TerenziThe Vittoriale degli Italiani is one of the most evocative places in the world, almost a city within a city, a verdant and scenic space on Lake Garda, created by the genius of the great writer Gabriele D'Annunzio .
It is made up of many spaces: the park, the amphitheatre and many rooms inside the huge villa where relics, mementos, memorabilia and traces of his 'extravagant' lifestyle are kept.
The poet-soldier's goal was to make the place a kind of memorial to his 'inimitable life.'
The fragrance narrates these spaces where everything is unusual and mystical: in particular, our attention is drawn to the Music Room, where every detail is imbued with an unsettling sensuality.
From the very first moment, the fragrance immerses us in a surreal atmosphere, generated by a special play of contrasts, where Cardamom Seeds and the decisive scent of Italian Leather intertwine and chase each other with the decisive essence of Peat and Tobacco, like the rush of a vertigo that quickly becomes mysterious and exotic, thanks to the Jasmine Flowers and Garda Violet, narrating the precious drapes of blood red and black silk that adorn the walls of the room.
The perturbing brutal notes, emphasised by Laudanum and precious Musk, accompany us in the visual and dreamlike tale through the precious fabrics, embroidered in gold with wild and majestic beasts, tamed by the song and music vibrating in the room.
The untamed power of Patchouli continues to narrate an inexhaustible desire to live outside all convention, following only the refined aesthetic quest for wonder.
“One must make one's life into a work of art."" The life of a man of intellect must be his work.",https://terenziboutique.com/wp-content/uploads/2024/03/TTPROF_VIT_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""violet"", ""patchouli"", ""cardamom"", ""musk"", ""ambergris"", ""leather"", ""leaves"", ""oakmoss"", ""tobacco""]","[""jasmine"", ""violet"", ""patchouli"", ""musk"", ""ambergris"", ""leaves"", ""oakmoss""]","[""ambergris"", ""oakmoss""]",https://terenziboutique.com/en/product/vittoriale/
Verna,"VernaExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziThere is a village hidden between the Ligurian sea and mountains that has been sculpted by time and shaped by the wind: Vernazza, one of the Cinque Terra’s most precious gems.
Here, in a place where the waves break gently on the rocks, and the colourful houses are reflected in the crystal-clear water, each corner has a story to tell about a past that still resides in those that live there.
In this place full of charm, under the silent shadow of the Black Moon, Paolo and Tiziana found themselves surrounded by a mysterious, spellbinding aura.
This is the place where inspiration for Verna came to life, an olfactory tribute that contains the most authentic soul of this timeless village.
The Black Moon, a symbol of rebirth and the search for new horizons, appears when the sky turns pitch black and the moon dissolves into a shadowy ring.
During a summer stroll in Vernazza, while the village was settling into the peaceful evening, Paolo and Tiziana stopped off in the square by the harbour, where the scent of the sea was merging with that of the land, and where every alleyway seemed to hold an ancient secret.
The wind, overflowing with stories and traditions, was blowing like a prophesy, guiding brother and sister towards a new creation.
This is how Verna was born, like a tribute to the strength of new beginnings, celebrating the authentic essence of Vernazza and the transformative energy of the Black Moon.
Verna opens with the spicy, luminous notes that conjure up the lively nature of the village.",https://terenziboutique.com/wp-content/uploads/2025/03/TTPROF_VER_A-1-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""tuberose"", ""pepper"", ""pink pepper"", ""saffron"", ""musk"", ""ambergris"", ""leather"", ""vanilla"", ""coconut"", ""peach""]","[""jasmine"", ""tuberose"", ""musk"", ""ambergris"", ""leather"", ""vanilla"", ""coconut"", ""peach""]","[""musk"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/verna/
Gold Rose Oudh,"Gold Rose OudhExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziBarefoot amidst the charm and mystery of Fire in a desert camp.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_GRO_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""bergamot"", ""sandalwood"", ""patchouli"", ""fir"", ""pepper"", ""black pepper"", ""amber"", ""musk""]","[""rose"", ""sandalwood"", ""patchouli"", ""pepper"", ""black pepper"", ""amber"", ""musk""]","[""sandalwood"", ""amber"", ""musk""]",https://terenziboutique.com/en/product/gold-rose-oudh/
Dionisio,"DionisioExtrait de Parfum 100 mlCollection:Anniversari Black, Tiziana TerenziOn a warm evening in late summer, walking along the thousand year old cobblestones of the Imperial Forum towards the Colosseum, surrounded by the inebriating beauty of the eternal city, one of the oldest in the world, rich in history and legends, we came across a group of actors sitting around a small campfire.",https://terenziboutique.com/wp-content/uploads/woocommerce-placeholder-600x600.png,Tiziana Terenzi,"[""jasmine"", ""lily"", ""lily of the valley"", ""musk"", ""ambergris"", ""vanilla""]","[""jasmine"", ""lily"", ""lily of the valley"", ""musk"", ""ambergris"", ""vanilla""]","[""vanilla""]",https://terenziboutique.com/en/product/dionisio/
